path,text,num_frames,fps,height,width,aspect_ratio,resolution,text_len
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g21_c02.avi,73,325,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g16_c04.avi,73,250,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g12_c04.avi,73,493,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g25_c02.avi,73,438,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g02_c05.avi,73,310,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g06_c05.avi,73,558,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g06_c02.avi,73,308,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g02_c02.avi,73,354,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g19_c01.avi,73,446,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g11_c01.avi,73,167,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g22_c07.avi,73,433,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g15_c01.avi,73,342,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g20_c02.avi,73,397,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g17_c04.avi,73,237,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g13_c04.avi,73,224,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g24_c02.avi,73,417,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g13_c03.avi,73,149,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g24_c05.avi,73,438,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g20_c05.avi,73,397,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g17_c03.avi,73,308,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g07_c02.avi,73,443,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g03_c02.avi,73,298,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g03_c05.avi,73,293,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g07_c05.avi,73,442,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g10_c01.avi,73,418,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g14_c01.avi,73,326,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g18_c01.avi,73,167,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g10_c06.avi,73,412,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g08_c07.avi,73,490,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g09_c01.avi,73,252,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g05_c06.avi,73,332,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g05_c01.avi,73,353,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g01_c01.avi,73,529,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g22_c06.avi,73,413,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g22_c01.avi,73,427,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g06_c03.avi,73,312,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g02_c03.avi,73,300,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g02_c04.avi,73,290,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g06_c04.avi,73,313,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g21_c03.avi,73,408,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g16_c05.avi,73,252,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g12_c05.avi,73,491,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g25_c03.avi,73,391,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g12_c02.avi,73,490,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g25_c04.avi,73,414,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g21_c04.avi,73,409,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g16_c02.avi,73,248,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g05_c02.avi,73,344,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g01_c02.avi,73,535,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g01_c05.avi,73,464,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g09_c02.avi,73,246,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g05_c05.avi,73,328,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g22_c02.avi,73,406,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g15_c04.avi,73,333,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g19_c03.avi,73,407,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g11_c04.avi,73,169,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g19_c04.avi,73,402,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g11_c03.avi,73,167,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g22_c05.avi,73,420,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g15_c03.avi,73,333,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g06_c07.avi,73,407,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g12_c01.avi,73,478,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g25_c07.avi,73,403,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g21_c07.avi,73,450,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g16_c01.avi,73,247,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g12_c06.avi,73,501,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g24_c06.avi,73,408,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g20_c06.avi,73,400,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g20_c01.avi,73,400,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g17_c07.avi,73,378,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g24_c01.avi,73,458,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g03_c06.avi,73,413,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g07_c06.avi,73,411,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g07_c01.avi,73,418,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g03_c01.avi,73,344,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g23_c03.avi,73,336,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g14_c05.avi,73,403,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g18_c02.avi,73,169,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g10_c05.avi,73,426,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g10_c02.avi,73,412,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g23_c04.avi,73,332,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g14_c02.avi,73,306,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g04_c03.avi,73,839,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g08_c04.avi,73,520,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g08_c03.avi,73,480,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g04_c04.avi,73,833,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g21_c01.avi,73,367,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g25_c01.avi,73,414,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g25_c06.avi,73,427,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g21_c06.avi,73,408,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g06_c01.avi,73,312,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g02_c01.avi,73,320,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g06_c06.avi,73,502,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g11_c02.avi,73,166,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g22_c04.avi,73,413,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g15_c02.avi,73,333,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g22_c03.avi,73,427,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g19_c02.avi,73,393,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g01_c04.avi,73,544,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g09_c03.avi,73,246,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g05_c04.avi,73,382,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g05_c03.avi,73,370,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g01_c03.avi,73,504,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g09_c04.avi,73,296,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g08_c02.avi,73,540,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g04_c02.avi,73,811,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g08_c05.avi,73,480,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g18_c04.avi,73,167,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g10_c03.avi,73,441,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g23_c05.avi,73,340,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g14_c03.avi,73,415,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g23_c02.avi,73,343,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g14_c04.avi,73,422,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g18_c03.avi,73,166,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g10_c04.avi,73,403,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g03_c07.avi,73,412,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g07_c07.avi,73,428,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g17_c06.avi,73,418,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g13_c06.avi,73,249,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g13_c01.avi,73,167,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g24_c07.avi,73,438,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g17_c01.avi,73,319,25,240,320,1.333333333,"(320, 240)",18
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g09_c01.avi,75,319,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g09_c06.avi,75,441,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g01_c01.avi,75,353,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g05_c01.avi,75,326,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g15_c07.avi,75,823,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g22_c01.avi,75,163,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g02_c03.avi,75,386,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g06_c03.avi,75,307,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g06_c04.avi,75,292,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g02_c04.avi,75,414,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g25_c03.avi,75,433,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g12_c05.avi,75,753,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g21_c03.avi,75,297,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g16_c02.avi,75,166,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g21_c04.avi,75,146,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g25_c04.avi,75,337,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g12_c02.avi,75,620,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g24_c02.avi,75,232,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g13_c04.avi,75,216,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g17_c04.avi,75,214,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g20_c02.avi,75,209,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g17_c03.avi,75,273,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g24_c05.avi,75,199,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g13_c03.avi,75,116,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g03_c02.avi,75,481,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g07_c02.avi,75,274,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g07_c05.avi,75,345,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g03_c05.avi,75,499,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g14_c01.avi,75,210,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g10_c01.avi,75,501,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g10_c06.avi,75,481,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g18_c01.avi,75,255,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g14_c06.avi,75,222,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g16_c03.avi,75,135,25,240,320,1.333333333,"(320, 240)",6
/nfs/data/banyuanhao/video/UCF101/Rowing/v_Rowing_g21_c05.avi,75,113,25,240,320,1.333333333,"(320, 240)",6
