text,class_name,video_name,frame_index,width,height,aspect_ratio,resolution,fps
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g11_c04.avi,RockClimbingIndoor,169,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g19_c04.avi,RockClimbingIndoor,402,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g11_c03.avi,RockClimbingIndoor,167,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g22_c05.avi,RockClimbingIndoor,420,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g15_c03.avi,RockClimbingIndoor,333,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g06_c07.avi,RockClimbingIndoor,407,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g12_c01.avi,RockClimbingIndoor,478,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g25_c07.avi,RockClimbingIndoor,403,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g21_c07.avi,RockClimbingIndoor,450,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g16_c01.avi,RockClimbingIndoor,247,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g12_c06.avi,RockClimbingIndoor,501,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g24_c06.avi,RockClimbingIndoor,408,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g20_c06.avi,RockClimbingIndoor,400,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g20_c01.avi,RockClimbingIndoor,400,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g17_c07.avi,RockClimbingIndoor,378,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g24_c01.avi,RockClimbingIndoor,458,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g03_c06.avi,RockClimbingIndoor,413,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g07_c06.avi,RockClimbingIndoor,411,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g07_c01.avi,RockClimbingIndoor,418,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g03_c01.avi,RockClimbingIndoor,344,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g23_c03.avi,RockClimbingIndoor,336,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g14_c05.avi,RockClimbingIndoor,403,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g18_c02.avi,RockClimbingIndoor,169,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g10_c05.avi,RockClimbingIndoor,426,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g10_c02.avi,RockClimbingIndoor,412,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g23_c04.avi,RockClimbingIndoor,332,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g14_c02.avi,RockClimbingIndoor,306,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g04_c03.avi,RockClimbingIndoor,839,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g08_c04.avi,RockClimbingIndoor,520,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g08_c03.avi,RockClimbingIndoor,480,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g04_c04.avi,RockClimbingIndoor,833,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g21_c01.avi,RockClimbingIndoor,367,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g25_c01.avi,RockClimbingIndoor,414,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g25_c06.avi,RockClimbingIndoor,427,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g21_c06.avi,RockClimbingIndoor,408,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g06_c01.avi,RockClimbingIndoor,312,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g02_c01.avi,RockClimbingIndoor,320,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g06_c06.avi,RockClimbingIndoor,502,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g11_c02.avi,RockClimbingIndoor,166,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g22_c04.avi,RockClimbingIndoor,413,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g15_c02.avi,RockClimbingIndoor,333,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g22_c03.avi,RockClimbingIndoor,427,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g19_c02.avi,RockClimbingIndoor,393,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g01_c04.avi,RockClimbingIndoor,544,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g09_c03.avi,RockClimbingIndoor,246,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g05_c04.avi,RockClimbingIndoor,382,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g05_c03.avi,RockClimbingIndoor,370,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g01_c03.avi,RockClimbingIndoor,504,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g09_c04.avi,RockClimbingIndoor,296,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g08_c02.avi,RockClimbingIndoor,540,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g04_c02.avi,RockClimbingIndoor,811,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g08_c05.avi,RockClimbingIndoor,480,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g18_c04.avi,RockClimbingIndoor,167,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g10_c03.avi,RockClimbingIndoor,441,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g23_c05.avi,RockClimbingIndoor,340,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g14_c03.avi,RockClimbingIndoor,415,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g23_c02.avi,RockClimbingIndoor,343,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g14_c04.avi,RockClimbingIndoor,422,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g18_c03.avi,RockClimbingIndoor,166,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g10_c04.avi,RockClimbingIndoor,403,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g03_c07.avi,RockClimbingIndoor,412,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g07_c07.avi,RockClimbingIndoor,428,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g17_c06.avi,RockClimbingIndoor,418,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g13_c06.avi,RockClimbingIndoor,249,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g13_c01.avi,RockClimbingIndoor,167,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g24_c07.avi,RockClimbingIndoor,438,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/RockClimbingIndoor/v_RockClimbingIndoor_g17_c01.avi,RockClimbingIndoor,319,25.0,240,320,1.3333333333333333,"(320, 240)",18
/data/xuchenheng/UCF101/Rowing/v_Rowing_g09_c01.avi,Rowing,319,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g09_c06.avi,Rowing,441,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g01_c01.avi,Rowing,353,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g05_c01.avi,Rowing,326,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g15_c07.avi,Rowing,823,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g22_c01.avi,Rowing,163,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g02_c03.avi,Rowing,386,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g06_c03.avi,Rowing,307,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g06_c04.avi,Rowing,292,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g02_c04.avi,Rowing,414,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g25_c03.avi,Rowing,433,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g12_c05.avi,Rowing,753,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g21_c03.avi,Rowing,297,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g16_c02.avi,Rowing,166,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g21_c04.avi,Rowing,146,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g25_c04.avi,Rowing,337,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g12_c02.avi,Rowing,620,25.0,240,320,1.3333333333333333,"(320, 240)",6
/data/xuchenheng/UCF101/Rowing/v_Rowing_g24_c02.avi,Rowing,232,25.0,240,320,1.3333333333333333,"(320, 240)",6
